comment,sentiment,dominant_construct
sini aku kawanin,neutral,Effort Expectancy
kereeen,positive,Effort Expectancy
lagi kak yang lain seruu,positive,Effort Expectancy
kak buat versi kehidupan jaman belanda plisss,neutral,Social Influence
"kak cara buat karakter konsisten gitu gimana yaa?,aku buat biasanya berubah lagi",positive,Effort Expectancy
ai,neutral,Effort Expectancy
bentuk yang kuasa bentuk digital,neutral,Effort Expectancy
"ini baru keren...bayangin ini dipake utk pendidikan...utk orang visual ky gw,ini amat sangat ngebantu bgt....",positive,Social Influence
if only mesin waktu beneran ada keknya bakalan kea gini,positive,Effort Expectancy
vibes nya kayak bali jaman dulu,neutral,Effort Expectancy
tutor tidak kena limit,neutral,Effort Expectancy
ijin bertanya bang biar karakter konsisten gimana caranya,neutral,Performance Expectancy
tutorrr pliss,neutral,Performance Expectancy
"ai nya lupa,zaman kerajaan belum ada pabrik ban..... (ada ban di kapal laut)",neutral,Effort Expectancy
/misel kadang\pngen hidup di jaman majapahit,neutral,Social Influence
cara buatnya gmn ka,neutral,Effort Expectancy
orang orang di ai ini ada yang mirip di dunia nyata tidak ya,neutral,Social Influence
seru banget,positive,Social Influence
itu cara ngedit ai kaya gitu gimana jir,neutral,Effort Expectancy
mantap jago bener yang edit konsisten karakternya,positive,Social Influence
plisss kalau kek gni pasti seru belajar sejarahnya,positive,Performance Expectancy
"kerajaan sriwijaya donk kak,yg hilang jejaknya sampe skrg",neutral,Performance Expectancy
bg next bikin tentang dunia masa depan (abad 22),neutral,Performance Expectancy
kerennn banget kakk,positive,Social Influence
"bali itu bukan majapahit,majapahit tidak pake motif catur",neutral,Facilitating Conditions
bikin alur cerita tentang majapahit nya ka,neutral,Effort Expectancy
langit zaman maja pahit,neutral,Performance Expectancy
bang itu gimana cara karakternya bisa konsisten? ajari aku,neutral,Performance Expectancy
wah lama2 apapun yang mustahil terealisasi di otak bisa terwujud skrg wkwkwk,negative,Performance Expectancy
"plis ai tuh yang kek gini,buat pelajaran. kek lebih nyantol daripada dengerin aja. kalo di adain disekolah pasti seru+menarik",positive,Performance Expectancy
asri bgtt,positive,Performance Expectancy
"nah gini,bukan yang buat aneh² prompt dikasih kata² jorok",negative,Social Influence
nanh ai kek gini baru bagus,positive,Social Influence
kak??? ke zaman atlantis please,neutral,Facilitating Conditions
saranjana gazzz,neutral,Performance Expectancy
kali ini aku dukung ai ini,positive,Effort Expectancy
ai njir,neutral,Effort Expectancy
eh video pertama kek tempt film “keramat 1” tidak sih?,neutral,Performance Expectancy
bagi promptnya,neutral,Effort Expectancy
fungsi ai sebenarnya,positive,Effort Expectancy
"salah,itu bkn candi bajangratu",negative,Social Influence
next jalan2 di zaman rasulullah...,neutral,Effort Expectancy
cara biar orangnya sama gimana kak?,neutral,Effort Expectancy
seru ih ky gini,positive,Effort Expectancy
12.@,neutral,Effort Expectancy
info belajar begini,positive,Performance Expectancy
keren bang,positive,Social Influence
seseru ituuuu,negative,Effort Expectancy
"pas latihan tentara kurang refrensi baju zirahnya kak,jarang dibahas",negative,Performance Expectancy
kok bisa konsisten orang nya bg,positive,Effort Expectancy
tutor muka yang konsisten mas,positive,Effort Expectancy
udh berhijab y,neutral,Effort Expectancy
spill promot,neutral,Effort Expectancy
ate,neutral,Effort Expectancy
.2nd,neutral,Effort Expectancy
seru min lanjut time travelnya,positive,Effort Expectancy
gimana bisa karakter konsisten gitu?,positive,Effort Expectancy
keren poll,positive,Social Influence
next jelajah zaman dinosaurus pls,neutral,Social Influence
"ayo bikin lagi yang lain,tentang2 pengetahuan aja kayak gini",neutral,Effort Expectancy
itu yang pake tas backpack diakhir video seorang guide atau abdi dalemnya kak? (bertanya dengan nada dering),neutral,Social Influence
keinget film kramat njir,neutral,Social Influence
,neutral,Effort Expectancy
mntp nih,neutral,Effort Expectancy
"gini nih enak di tonton,ai di pergunakan dengan baik,nambah wawasan",positive,Social Influence
nah gini kan enak di buat edukasi,positive,Performance Expectancy
��,neutral,Effort Expectancy
pake tools apaan bang?,neutral,Effort Expectancy
nice ide,positive,Social Influence
liskai garis keras,neutral,Performance Expectancy
orang arab lagi berkunjung ke majapahit,neutral,Facilitating Conditions
veo3 itu apk ya?,neutral,Effort Expectancy
,neutral,Effort Expectancy
"betah gua nonton ai yang ini,sebelum²nya takut,panik gtu nontonnya",positive,Performance Expectancy
cara bikin karakter ny konsisten gmnaaa,neutral,Effort Expectancy
pengen banget bsa gini,positive,Effort Expectancy
goood ide nostalgia sejarah,positive,Social Influence
"jadi keinget film keramat,yg mereka kejebak di alam lain",neutral,Effort Expectancy
jangan sampai ke wa grup keluarga,neutral,Performance Expectancy
jngn sampe bapak2 fb tau,neutral,Effort Expectancy
cobak jaman nabi bang,neutral,Performance Expectancy
skowkwo bocil majapahit udah pake baju sablon,neutral,Performance Expectancy
masih bingung gmn cara buat kek gini,neutral,Effort Expectancy
oh gimana cara nya sih bikin promt supaya wajah nya konsisten. kok aku wajah nya beda2 orang ya,neutral,Performance Expectancy
bang knpa tidak bikin film aja bang,neutral,Performance Expectancy
gym majapahitnya mana,neutral,Social Influence
ini baru pengguna ai berpendidikan,positive,Effort Expectancy
cara bikin video pake ai gmn wey,neutral,Effort Expectancy
,neutral,Effort Expectancy
a.i terlalu realistis,positive,Effort Expectancy
car bikin karakter ny konsisten gmna,neutral,Performance Expectancy
- affiliator magang keren ini om,positive,Social Influence
berapakali reprompt kak?,neutral,Effort Expectancy
next saranjana bangg,neutral,Performance Expectancy
"kok bisa muka si cewe konsisten gitu,gak beda beda bang?",positive,Effort Expectancy
yakin sistemnya barter?,neutral,Effort Expectancy
,neutral,Effort Expectancy
bang gimana supaya konsisten muka nya,neutral,Performance Expectancy
"kan kan,klo foto/videonya berwarna juga bakal kayak kita sekarang bentukannya. dulu aku ngeliat foto2 yang hitam putih kayak ngeliat kita beda dunia gitu",negative,Performance Expectancy
@ gas di jaman mada,neutral,Performance Expectancy
"seneng liat ai dibikin kayak gini lebih guna,gak cuma buat becandaan aja",positive,Performance Expectancy
nah gini nih bermanfaat banget,positive,Social Influence
wajahnya bisa konsisten gitu gmna mas,positive,Performance Expectancy
buat lagi versi di atlantis,neutral,Facilitating Conditions
gimana caranya muka sama terus kakk??,neutral,Effort Expectancy
info prompt?,neutral,Effort Expectancy
patut d kembangkan menjadi metode pembelajaran sejarah,positive,Social Influence
gini nih belajr sejarah dengan gambaran yang pernah ad di benak kita saat bljr di masa sd,positive,Social Influence
kak ini beberapa video veo3 yang digabung di capcutt?,neutral,Social Influence
"lu keren bang,seperti channel asisi,tetapi ini versi ai lebih membawa kita ke masa lampau",positive,Social Influence
ketika ai di orang yang tepat,positive,Performance Expectancy
sebelum budaya majapahit pindah ke bali,neutral,Facilitating Conditions
tools nya masih susah di tembus pake vpn,negative,Effort Expectancy
izin ambil vd nya bang,neutral,Effort Expectancy
kunci prom ny gimana bro supaya bisa bikin adegan nge vlog gini?,neutral,Social Influence
ini semua mukanya siapa ya? gw malah jadi takut kalo ternyata ini muka orang beneran yang asal dicomot,negative,Effort Expectancy
kk pake aplikasi apa ini,neutral,Effort Expectancy
kok bisa konsisten orangnya,positive,Effort Expectancy
keren,positive,Social Influence
pakai ai apa ka?,neutral,Effort Expectancy
"tutor nya kak,buat karakter konsisten gitu..",positive,Performance Expectancy
"betul kang,dan ide itu juga rumit loh menurut ku. aku masih coba belajar",positive,Effort Expectancy
modelnya sama terus caranya gimana,neutral,Effort Expectancy
oh ternyata jmn majapahit ada tas modern,neutral,Performance Expectancy
jaman maja pahit ternyata sudah ada ember plastik,neutral,Performance Expectancy
ini gimana biar jadi konsisten gitu kak hasil videonya harusnya kan tiap prompt cuma 8 detik,neutral,Effort Expectancy
��,neutral,Effort Expectancy
coba buat versi kerjaan kutai kak,neutral,Social Influence
ka biar wajah karakter nya sama terus gimana caranya?,neutral,Effort Expectancy
keren ya kok bs konsisten ya mbaknya?,positive,Effort Expectancy
disaat mesin waktu ditemukan,neutral,Facilitating Conditions
wajah dan bajunya kok bisa konsisten tidak ganti2 ya,positive,Effort Expectancy
kak kok karakter nya bisa konsisten ya,positive,Effort Expectancy
"smooth banget,keren promptnya kak",positive,Social Influence
"perkembangan teknologi (ai) kalau digunakan ke arah positif kayak gini buat edukasi,memang bagus. biar orang² tahu kehidupan di zaman dulu",positive,Performance Expectancy
kakaknya time traveller ini mah via a.i,neutral,Effort Expectancy
caranya gmna ka biar nyambung gini,neutral,Effort Expectancy
tapi mukanya berubah2,negative,Effort Expectancy
mantabz bang,positive,Social Influence
bang itu generate beberapa kali kan ya? karakter ceweknya bisa konsisten itu gimana bang?,neutral,Social Influence
"keren kak bisa sekalian mengedukasi,\nbuat vlog yang lain nya kak soal sejarah di indonesia apapun itu,entah candi borobudur,tangkuban perahu,atau apapun itu",positive,Social Influence
veo 3 kah,neutral,Facilitating Conditions
"wow idenya keren kak,bisa jadi media pembelajaran guru ips saat belajar sejarah",positive,Social Influence
emang gimana cak karanya,neutral,Effort Expectancy
wow semangat terus untuk kreatifitasnya mengenalkan sejarah kepada ank2 jaman sekarang dgn ide2 yang kreatif keren,positive,Social Influence
ehhh aku buat veo 3 kenapa generate ny lama yah udh on vpn juga udah coba semua server luar tapi masih lama generate ny,negative,Social Influence
��,neutral,Effort Expectancy
kerenn banget kak,positive,Social Influence
kok bisa sih bikin begini. pake apa?,neutral,Effort Expectancy
pas bagian kerja rodi boleh min,neutral,Effort Expectancy
kok ada yang bawa tas,neutral,Effort Expectancy
nah kan klo ai dipake buat edukasi enak tenang damai,positive,Performance Expectancy
gimana cara biar muka konsisten,neutral,Effort Expectancy
bagaimana cara konsisten muka nya kak?,neutral,Effort Expectancy
ini baru bagus,positive,Social Influence
akhirnya pintu kemana saja milik doremon sudah terealisasikan.,neutral,Performance Expectancy
gimana cara mempertahankan karakter agar sama terus,neutral,Facilitating Conditions
request sriwijaya mbak'e,neutral,Effort Expectancy
tutor kak rumit bgd kayaknya,negative,Effort Expectancy
"kak,buka kelass gaak ? mau diajariinn",neutral,Effort Expectancy
keren bang,positive,Social Influence
kok baju dan muka kakaknya bisa konsisten ya?,positive,Effort Expectancy
wkwkwkw boleh ketawa kah ini,neutral,Effort Expectancy
mau prompt nya kak,neutral,Effort Expectancy
umi suru belajar ai teh,neutral,Effort Expectancy
endingbapak\ yang pake ransel keren itu siapa cuy?,neutral,Effort Expectancy
pake prompt generator tidak kak,neutral,Social Influence
ketika gemini veo 3 di tangan yang tepat semangat bg,positive,Performance Expectancy
btw ini pake muka siapa kak?,neutral,Effort Expectancy
"kalo untuk bikin cerita dan gambar chat gpt juaranya,untuk video google veo 3 juaranya",neutral,Performance Expectancy
kalo untuk youtube bisa monet tidak ya,neutral,Performance Expectancy
keren,positive,Social Influence
anjir kita tak tau mana nyata mana ai,negative,Effort Expectancy
sempurna bangett yah,positive,Social Influence
minta promptnya ka,neutral,Effort Expectancy
seragam prajurit darimana? gapake baju gitu,neutral,Effort Expectancy
"nanggung mbak,sklian jaman batu",neutral,Performance Expectancy
kok mukanya dan pakaian bisa konsisten si,positive,Effort Expectancy
kok bisa konsisten tokohnya,positive,Effort Expectancy
suno untuk ngerjain apa,neutral,Performance Expectancy
ini pakai veo 3? kok bisa panjang gtu video nya?,neutral,Effort Expectancy
keren jirr,positive,Social Influence
wow keren bisa konsisten begitu karakternya,positive,Social Influence
awas ati ati ke ciduk mua,neutral,Effort Expectancy
satu kata!!! keren!!,positive,Social Influence
request kalimantan tengah ka,neutral,Social Influence
kerennnnn,positive,Social Influence
mjnta promptt nya bang,neutral,Performance Expectancy
kok bs konsisten yaaa,positive,Effort Expectancy
"lebih jauh lagi,\nmasuk jaman voc kak",neutral,Facilitating Conditions
"seru deh misalnya banyak video kyk gini,bisa sebagai media pembelajaran",positive,Social Influence
tolong ini bikin prompt kaya gini dimana banh? buruh reprensi nih,neutral,Social Influence
request menjelajah sunda empires,neutral,Effort Expectancy
prompt please,neutral,Effort Expectancy
sesuai imajinasi kan iya kan,positive,Performance Expectancy
kok mukanya tidak ganti ganti caranya gimana,neutral,Effort Expectancy
tambahin bang seru tau,neutral,Performance Expectancy
keren,positive,Social Influence
cara nyoba nya gmna si,neutral,Effort Expectancy
keren,positive,Social Influence
"kak itu wajahnya kok bsa sama terus,caranya gimanaa",neutral,Effort Expectancy
kak minta promt nya udah follow,neutral,Effort Expectancy
"kak,orangnya kok bisa sama gitu ?? caranya gimana ?",neutral,Effort Expectancy
keren bangett,positive,Social Influence
kak gimana karaktrnya agar bisa konsisten,neutral,Performance Expectancy
tolong prompt kok bisa muka nya tidak berubah,neutral,Social Influence
coba jangan ganti scene lebih dari 8 detik,neutral,Facilitating Conditions
"pngn bnget suasana ne kek jaman dulu,rame,sejuk",positive,Social Influence
ai di tangan yang benar,positive,Performance Expectancy
"lanjut kak,",neutral,Performance Expectancy
bisa pake muka kita sndri tidak kak?,neutral,Performance Expectancy
aku sekarang makin puyeng tidak bisa bedain antara ai sama real,negative,Effort Expectancy
klip awal itu keknya real yaaa,positive,Effort Expectancy
��,neutral,Effort Expectancy
kkn ini pasti,positive,Performance Expectancy
bisakah kmu mengunjungi masa laluku?? sebab disana terdapat luka. luka sangat sakit daripada luka yang terbuka... bahkan tuhan pun tak mampu mengobati nya,neutral,Performance Expectancy
keren,positive,Social Influence
keren banget inj,positive,Social Influence
"keren,ai utk edukasi",positive,Social Influence
ini kira-kira wajah ceweknya ada di dunia nyata tidak ya?,neutral,Effort Expectancy
kak biar orangnya konsisten gimana please,neutral,Performance Expectancy
kerenn,positive,Social Influence
kayak gini prompt ny apa sih?,neutral,Effort Expectancy
keren sih,positive,Social Influence
kak boleh liat promtnya biar ada konsistensi output,neutral,Performance Expectancy
"tapi karena udah tamplate looknya,jadi udah ketara banget bedanya ai ini. awalnya oke kerasa realnya,sekarang kerasa ai bangetnya. tapi ortu kita kemungkinan masih blm bisa bedain,jadi buat creator jangan aneh-aneh please bikin vidoenya",negative,Performance Expectancy
biar orangnya konsisten gimana bg?,neutral,Effort Expectancy
kangen hidup di jaman manusia purba. kangen di kejar2 tirex,neutral,Performance Expectancy
keren ini,positive,Social Influence
wajahnya konsisten.,positive,Effort Expectancy
tentang majapahit tapi lagunya a khas tiongkok,neutral,Performance Expectancy
biar muka sama gmna bng,neutral,Effort Expectancy
ini sihh luar biasa mantap banget. sangat bermanfaat,positive,Social Influence
lebih enak kyk gini,positive,Performance Expectancy
ketika ai di pakai dengan bijak,positive,Performance Expectancy
masyaallah makasih banggg,neutral,Performance Expectancy
habis berapa akun ini,neutral,Effort Expectancy
dibuat pake hp apa pc bang?,neutral,Effort Expectancy
"ko karakternya konsisten,bagaimana cara buat promptnya?",neutral,Effort Expectancy
buatkan film majapahit pakai ia full movie,neutral,Performance Expectancy
request ke jaman penjajahan kak,neutral,Effort Expectancy
itu pake aplikasi atau web apa kak,neutral,Effort Expectancy
mending kaya gini lbh ke edukasi,positive,Performance Expectancy
cara orang nya sama,neutral,Effort Expectancy
boleh minta prompt nya ka,neutral,Effort Expectancy
ditunggu vlog sejarah kerajaan yang lainnya kak,neutral,Social Influence
mereka ngegym semua ya,neutral,Effort Expectancy
"mas,,itu video nya murni pake veo3 saja atau ada gabungan tool lain??",neutral,Effort Expectancy
"naaaaah ini,baru bener,pake ai kayak gini,bagus niih",positive,Social Influence
keren bangett,positive,Social Influence
ai menggambarkan majapahitnya bisa persis sama yang ada di bayangan kita ya keren kak impementasi ai yang baik ini,positive,Social Influence
"bagus,bs buat materi pengajaran di kelas",positive,Social Influence
"berapa lama bang ngeditnya,menyala abng kuh",neutral,Performance Expectancy
tutor kak,neutral,Effort Expectancy
ko mukanya sama semua... biasanya beda2,neutral,Effort Expectancy
ketika ai d tngan yang tepat,positive,Performance Expectancy
@ kereennn,positive,Performance Expectancy
supaya karakter nya sama terus tidak berubah gmna?,neutral,Performance Expectancy
gimana bisa buat karakter yang konsisten,positive,Social Influence
mereka dpt video dari mana yaaaaa,neutral,Effort Expectancy
pengisian suara nya gmnaa itu?,neutral,Effort Expectancy
berapa tiket masuk kak,neutral,Performance Expectancy
yang bikin keren itu muka dan pakaian mbanya bisa konsisten gaberubah2. mungkin berkali2 nyoba makanya bisa begini,positive,Performance Expectancy
akhirnya ada ai yang tidak sekedar dialog prompt prompt doang,positive,Social Influence
"tutorialnya kak,supaya karakternya konsisten",neutral,Performance Expectancy
wajah y bisa konsisten gmna caranya y,neutral,Performance Expectancy
brapa gmail yang kau pakai kak?,neutral,Performance Expectancy
"ntah knp tpi gw mikir bwt prompt di zaman kenabian,syang tidak dpt aksesnya",negative,Social Influence
bang prompt trus gimana caranya karakter konsisten trus,neutral,Performance Expectancy
keren..rapih dan berkualitas,positive,Social Influence
tapi biar muka karakternya tetep sama begimana?,neutral,Effort Expectancy
lagi bang,neutral,Effort Expectancy
bikin lg bang,neutral,Effort Expectancy
ikutin vlog majapahit gais,neutral,Social Influence
keren bang,positive,Social Influence
lanjut gan vlog berikutnya,neutral,Performance Expectancy
��ngditny klihatan bnget,negative,Performance Expectancy
"yaalloh..,,ituh kenapahx ya ?,semoga baik baik,,,,ajah yakx,,tapi ngakak loch,,,,anak saya lihat ini,,,bilang ini editan,,,yaalloh,,anakku memang jahat yahx,",positive,Performance Expectancy
itu beneran tidak sih? kalo beneran ngeri,neutral,Social Influence
editan tapi tetep gwterr sampe sini,negative,Effort Expectancy
ai,neutral,Effort Expectancy
itu bukan ai,negative,Effort Expectancy
bagus,positive,Social Influence
itu cash ap creditan si,neutral,Social Influence
aku kira bukan ai[cry],neutral,Effort Expectancy
klo sy mh diupahin jg tidak mau.,neutral,Performance Expectancy
��jatuh,negative,Facilitating Conditions
jangan di like plis aku gamau bali lagi,neutral,Social Influence
ai bukan sih,neutral,Effort Expectancy
\yaampun dia jatuh kelaut,neutral,Facilitating Conditions
ai,neutral,Effort Expectancy
dia yang lasak lagian cuma ai ko,negative,Effort Expectancy
�� 𝖔𝖒𝖌 𝖒𝖊𝖗𝖎𝖓𝖉𝖎𝖓𝖌 𝖘𝖊𝖇𝖆𝖉𝖆𝖓²,neutral,Effort Expectancy
sekarang ai makin menjadi²,positive,Performance Expectancy
makanya mikir dulu,neutral,Effort Expectancy
ai anj,neutral,Effort Expectancy
ai,neutral,Effort Expectancy
baru pertama kali lihat ombak berhenti,neutral,Performance Expectancy
kreditan,neutral,Effort Expectancy
kaya asli padahal ai,positive,Effort Expectancy
oh ia,neutral,Effort Expectancy
ai itu,neutral,Effort Expectancy
ai woylah,neutral,Effort Expectancy
itu al,neutral,Effort Expectancy
itu ai gays,neutral,Effort Expectancy
ai,neutral,Effort Expectancy
panik : \nya ampun dia jatuh ke laut,negative,Facilitating Conditions
ngakakk,positive,Effort Expectancy
��kek mimpi ku tdi mlm,neutral,Effort Expectancy
berisi media dihasilkan ai,positive,Effort Expectancy
plzz aku kira tidak ai,neutral,Effort Expectancy
itu ai,neutral,Effort Expectancy
eai itu,neutral,Effort Expectancy
maaf sebelum nya vidio itieditan,neutral,Performance Expectancy
anj enang,neutral,Effort Expectancy
ai,neutral,Effort Expectancy
udh deg deg gan woyyyy\nternyata ai,neutral,Effort Expectancy
p,neutral,Effort Expectancy
kasihan tuh ibuknya,negative,Effort Expectancy
ia ya??,neutral,Effort Expectancy
ai = tangkap anis,neutral,Effort Expectancy
ai tidak sih,neutral,Effort Expectancy
itu ai kalo beneran,positive,Effort Expectancy
nyesel aku berak bawa hp nahan tawa sampai tai putus putus,negative,Social Influence
aduh,neutral,Effort Expectancy
ai,neutral,Effort Expectancy
semnjk ada ai aq kirang percaya,neutral,Effort Expectancy
p,neutral,Effort Expectancy
awal amazing\nakhir anzing,positive,Social Influence
ai tapi ngeri jg,negative,Effort Expectancy
sejak ada ai saya sudah tidak pecaya lagi dg adanya cinta sejati,positive,Performance Expectancy
itu ai cokk,neutral,Effort Expectancy
"innalillahh,,,itu ibukx gapapakah??,,,,,,semoga gapapa",neutral,Performance Expectancy
seurii ah,neutral,Effort Expectancy
siapa suruh main itu,neutral,Effort Expectancy
ai,neutral,Effort Expectancy
�� itu boong,negative,Effort Expectancy
beresi media yang dihasilkan ai,neutral,Performance Expectancy
aku yang gemeteran,negative,Effort Expectancy
al,neutral,Effort Expectancy
ai ..ga ada laut asline,negative,Facilitating Conditions
ijin ambil video ya kak,neutral,Effort Expectancy
kok jatuh ane juga tidak masuk lah,negative,Facilitating Conditions
dedek kan gw,neutral,Effort Expectancy
bocil ii percaya,neutral,Facilitating Conditions
ai,neutral,Effort Expectancy
mau nya mbak nya jangan naik,neutral,Effort Expectancy
"ai tapi kek beneran ya,",positive,Performance Expectancy
ai semakin menjadi jadi,positive,Effort Expectancy
jaman skrng bagus ya editan org”,positive,Performance Expectancy
editan kh,neutral,Effort Expectancy
usa pinda alan,neutral,Effort Expectancy
��𝙸 𝚖𝚊𝚔𝚒𝚗 𝚖𝚎𝚗𝚓𝚊𝚍𝚒 𝚓𝚊𝚍𝚒,neutral,Effort Expectancy
kaget jir gw gemeteran ai pula,negative,Effort Expectancy
al itu mah,neutral,Effort Expectancy
ai,neutral,Effort Expectancy
ai semakin menjadi jadi,positive,Effort Expectancy
ai makin mengadi²...,positive,Effort Expectancy
iaaaa,neutral,Effort Expectancy
gimana kejadian,neutral,Effort Expectancy
aku oke gaesss,neutral,Effort Expectancy
ra bener to,positive,Effort Expectancy
al edit,neutral,Effort Expectancy
apa la nasip,neutral,Performance Expectancy
aku oke,neutral,Effort Expectancy
ai,neutral,Effort Expectancy
promptnya gimana om?,neutral,Effort Expectancy
aduh ngerih deh,negative,Effort Expectancy
itu sora,neutral,Effort Expectancy
adyuhh,neutral,Social Influence
awal: \nsetelah pikir\:,neutral,Performance Expectancy
kurang reaall,negative,Effort Expectancy
awalnya aku kira beneran loh,positive,Effort Expectancy
editan,negative,Effort Expectancy
itu eai,neutral,Social Influence
ai,neutral,Effort Expectancy
itu kan cuma ai,neutral,Effort Expectancy
kalau beneran gimana yah????,neutral,Effort Expectancy
aku dah tau,neutral,Effort Expectancy
al itu mah,neutral,Effort Expectancy
ai nya ky nyata..jatuh bnran,negative,Effort Expectancy
leger banget,positive,Social Influence
itu cuma ai,neutral,Effort Expectancy
ai itu,neutral,Effort Expectancy
ai,neutral,Effort Expectancy
ai,neutral,Effort Expectancy
ai,neutral,Effort Expectancy
ai,neutral,Effort Expectancy
ai,neutral,Effort Expectancy
: _bibzxy06 @....,neutral,Performance Expectancy
,neutral,Effort Expectancy
,neutral,Effort Expectancy
��,neutral,Effort Expectancy
��,neutral,Effort Expectancy
��,neutral,Effort Expectancy
��,neutral,Effort Expectancy
��,neutral,Effort Expectancy
,neutral,Effort Expectancy
��,neutral,Effort Expectancy
��,neutral,Effort Expectancy
,neutral,Effort Expectancy
,neutral,Effort Expectancy
,neutral,Effort Expectancy
��,neutral,Effort Expectancy
��,neutral,Effort Expectancy
��,neutral,Effort Expectancy
��,neutral,Effort Expectancy
,neutral,Effort Expectancy
��,neutral,Effort Expectancy
,neutral,Effort Expectancy
��,neutral,Effort Expectancy
��,neutral,Effort Expectancy
��,neutral,Effort Expectancy
��,neutral,Effort Expectancy
��,neutral,Effort Expectancy
��,neutral,Effort Expectancy
��,neutral,Effort Expectancy
,neutral,Effort Expectancy
��,neutral,Effort Expectancy
��,neutral,Effort Expectancy
��,neutral,Effort Expectancy
��,neutral,Effort Expectancy
��,neutral,Effort Expectancy
��,neutral,Effort Expectancy
��,neutral,Effort Expectancy
,neutral,Effort Expectancy
��,neutral,Effort Expectancy
��,neutral,Effort Expectancy
��,neutral,Effort Expectancy
��,neutral,Effort Expectancy
��,neutral,Effort Expectancy
.02,neutral,Effort Expectancy
,neutral,Effort Expectancy
��,neutral,Effort Expectancy
��,neutral,Effort Expectancy
��,neutral,Effort Expectancy
•𝚜𝚢𝚊𝚑𝚑𝚑,neutral,Effort Expectancy
��,neutral,Effort Expectancy
��,neutral,Effort Expectancy
��,neutral,Effort Expectancy
@☆tsmra @ ',neutral,Performance Expectancy
��,neutral,Effort Expectancy
,neutral,Effort Expectancy
,neutral,Effort Expectancy
,neutral,Effort Expectancy
,neutral,Effort Expectancy
,neutral,Effort Expectancy
,neutral,Effort Expectancy
,neutral,Effort Expectancy
��,neutral,Effort Expectancy
bahaya g sih . bisa jadi barang bukti palsu,negative,Performance Expectancy
takut banget tb2 muka gw dijadiin video trs dibuat seolah2 melakukan hal2 asusila misalnya,negative,Performance Expectancy
ko gw merinding yak ad aplikasi ai veo 3,negative,Effort Expectancy
bahaya banget kalo gini bisa buat hal yang engga engga,negative,Performance Expectancy
bahaya banget apalagi buat ortu gw yang gaptek,negative,Performance Expectancy
plis kenapa semua fyp dipenuhi ai,positive,Facilitating Conditions
aku tidak suka ada ai sepinter ini takut masa depan anak cucu terancam,negative,Performance Expectancy
kok saya buat tidak ada suaranya ya,negative,Effort Expectancy
dikira gua bodoh,negative,Effort Expectancy
veo3 bisa pke prompt bhasa indonesia jga bang??,neutral,Social Influence
berbayar ya,neutral,Effort Expectancy
ada tidak si manusia di dunia nyata yang wajahnya persis kaya gini?,neutral,Performance Expectancy
ngeri dunia masa depan anak2 kita jadi kacau tidak sih dengan adanya ai gini,negative,Performance Expectancy
anjir kok kaya aslii,neutral,Effort Expectancy
keliatan ko pidio buatan ai ama real buatan manusia,neutral,Performance Expectancy
"ai terinspirasi dari mana ya buat muka manusia?,terus ada ngga ya orang yang mukanya ke ai?",neutral,Social Influence
kenapa yah liat video ai tu gelisah,negative,Performance Expectancy
bahayaaa bngtt but jaman sekarang di jadiin kejahatan,negative,Performance Expectancy
bisa lebih dari 8 detik nggak?,neutral,Performance Expectancy
ini perbayar kah bang?,neutral,Performance Expectancy
aku cantik kan guys= apa banget si,positive,Effort Expectancy
"keliatan kok kalo ai,uncanny valley vibesnya",positive,Effort Expectancy
minta prompt nya bang,neutral,Effort Expectancy
nama ibu tukang gorengan deket rumah ku juga mananya ai,neutral,Effort Expectancy
cara keluarin audionya gimana yaaa,neutral,Effort Expectancy
mamak ku klo liat ini pasti percaya,positive,Performance Expectancy
kalian tau tidak yang menciptakan ai ini sebenarnya orang yahudi,neutral,Performance Expectancy
prompt nya bangg,neutral,Effort Expectancy
siapa yang markirin sepeda di jalan,neutral,Effort Expectancy
ai ini selalu dengan warm tone nya,positive,Performance Expectancy
bang cobain buatin ai versi foto akuu,neutral,Social Influence
mirip orng yang prnh gua temuin di blok m,neutral,Social Influence
njir ….. versi update2 berikutnya bakal serem seh ini,negative,Performance Expectancy
"ai makin real bgt,jujur takut banget disalah gunakan",positive,Performance Expectancy
pertama,neutral,Effort Expectancy
"yang belum punya pasangan,silahkan nyoba buat pasangan dg ai",neutral,Performance Expectancy
ai : hama,neutral,Facilitating Conditions
ria ricis itu,neutral,Social Influence
mauuu jugaa dibuatin promosi,neutral,Effort Expectancy
promptnya bg ?,neutral,Effort Expectancy
cara agar ngomong bahasa indonesia gimana woy,neutral,Effort Expectancy
itu yang di ai vid kaya cwe cwo bnrn ad tidak si di dunia nyata,neutral,Performance Expectancy
masi keliatan banget ai-nya,positive,Performance Expectancy
"jujur mo tanya,ni manusia yang di ai ada versi aslinya ga? kalo ada mau liat",neutral,Effort Expectancy
sumpah ini ai ??,positive,Effort Expectancy
"emaakk gue selalu kaget ngeliat kreasi kreasi orang bikin ai,yg orang tiba tiba jadi burung,jadi kodok,gaswat bener emang suka teriak teriak bilang astaghfirulloh si emaakk",negative,Social Influence
"wah,keren",positive,Social Influence
ngeliat video ai kaya liat visual mimpi,positive,Performance Expectancy
trial aja,neutral,Effort Expectancy
"dunia kmu sama kita mba,kmu di dunia ai kita di dunia nyata",neutral,Performance Expectancy
tiba tiba bangettt,negative,Performance Expectancy
