comment,sentiment,dominant_construct
gue kira ai,neutral,Effort Expectancy
"masih keliatan,tapi kalo orang tua pasti percaya",positive,Performance Expectancy
kalo ini asli,positive,Social Influence
rijal rijal,neutral,Effort Expectancy
"gw penasaran dah,orang-orang yang di bikin ai itu kira² ada tidak yang di real life,minimal mirip lah",positive,Performance Expectancy
ini asli sih mnurut gw,positive,Effort Expectancy
liat jari tangannya,neutral,Effort Expectancy
nuduh,negative,Effort Expectancy
yahha orng ini aseli,neutral,Social Influence
"beneran ai,coba liat jari nya orang yang ngomong sama yang di tengah. makin canggih sekarang teknologi",positive,Performance Expectancy
ai makin serem,negative,Effort Expectancy
keknya orng² ai ini asli orng yang data diri nya di ambil,positive,Social Influence
ganti nama ah,neutral,Social Influence
aku punya ide,neutral,Performance Expectancy
kelihatan ai,neutral,Social Influence
"selain dari tangan,lihat dari gerakan mata juga masih bisa kalo ini ai",positive,Facilitating Conditions
ai tidak gitu,neutral,Performance Expectancy
ketawa mulu jir,negative,Performance Expectancy
wajah aslinya ada gasih? atau emng ini dibuat²,neutral,Effort Expectancy
ngakak mulu dh,negative,Social Influence
"kalo dah mirip gini,bandingin dari segi kualitas audionya",positive,Performance Expectancy
bagi prompt bang,neutral,Social Influence
"serem banget jujur,bahaya",negative,Performance Expectancy
engga ini ni ada suara kresek kresek nya dia bukan ai,negative,Performance Expectancy
ngeri euy,negative,Effort Expectancy
kek asli anj,positive,Effort Expectancy
kena setiap buat vidio ai kayak gini harus ktewa diakhir?,neutral,Performance Expectancy
suara nya sih pas,negative,Performance Expectancy
"ini asli,kelemahan ai ngomong tidak bisa berhenti",negative,Performance Expectancy
��,neutral,Social Influence
rijal or pakde ?,neutral,Performance Expectancy
ai coba liat tngan cwe nya,neutral,Effort Expectancy
suaranya ai agak mendem2 gitu,negative,Performance Expectancy
nope. anda tidak bisa menipu mata manusia bro,neutral,Performance Expectancy
,neutral,Social Influence
"klo mau tau ini ai ato bukan,perhatiin aja matanya",neutral,Performance Expectancy
:\jangan terkecoh sama story gerindra\\niya anj iya,neutral,Performance Expectancy
keliatan meskipun tidak di terangkan,negative,Performance Expectancy
ini ai kocak yang bilang ini real liat aja tangannya yang ngomong,positive,Social Influence
ai= asli itu,neutral,Social Influence
kebanyakan video ai beginian pasti durasinya 8 detik doang,neutral,Performance Expectancy
bener bener ai tuh bikin rusak,positive,Effort Expectancy
"buat saat ini untuk liat ai atau bukan,liat jari2 orangnya. kalau isi vidnya bukan orang gatau deh wkwk",neutral,Performance Expectancy
aku punya ide..,neutral,Effort Expectancy
"sekarang masih mudah di tandain,contoh ai sekarang durasinya baru 8 detik",neutral,Effort Expectancy
tutor??,neutral,Effort Expectancy
��,neutral,Social Influence
kelemahan ai bisa di lihat di jari tangannya jadi bisa bedain real atau ai,neutral,Effort Expectancy
ai kentara dri tangannya,positive,Performance Expectancy
tinggal hitung berapa detik setahuku tidak bisa lebih 8dtk maaf kalo salah,neutral,Performance Expectancy
makin meresahkan ya,negative,Social Influence
ai sudah mulai berbahaya,negative,Effort Expectancy
ai apa asli?,neutral,Performance Expectancy
yang ini keliatan real banget njir,positive,Performance Expectancy
rijal bapak gua woii,neutral,Effort Expectancy
bruhh gw kira ini asli,positive,Effort Expectancy
ai itu zoom jarinya,neutral,Effort Expectancy
ini ril coy,neutral,Effort Expectancy
asli wkwk,positive,Effort Expectancy
"gw masih gampang bedain mana ai mana real,dari jari/tangan nya tuh liat aja",positive,Performance Expectancy
kenapa video ai kok pasti pake logat jawa,neutral,Effort Expectancy
hhh,neutral,Effort Expectancy
kelemahannya ai belum bisa buat jari tangan dengan sempurna,negative,Performance Expectancy
liat ke tangan cewe yang ngmg,neutral,Social Influence
liat aja tangan yang ngomong,neutral,Effort Expectancy
": : .nlá:tanggal 8 juni adalah hari dimana nabi muhammad saw wafat,dan rasulullah pernah berkata,barang siapa yang menyampaikan wafatku maka dia selamat dari asap dukhon dan tanpa hisab di akhirat kelak...",neutral,Performance Expectancy
"anjir,tone nya kaya kamera ip",neutral,Performance Expectancy
inimah asli anjayycara ngomongny juga beda,positive,Effort Expectancy
yang kali ini asli nih,positive,Social Influence
ahahaha,neutral,Social Influence
pasti ini ai,neutral,Effort Expectancy
pertanyaan itu dapat referensi muka siapa dan lokasi nya referensi dari mana . nanti ai update suara dan kualitas vidio di bagus in makin tidak bisa di tebak wkwk,neutral,Performance Expectancy
jdi mereka ini tidak ada?,neutral,Social Influence
"ciri ai tuh pasti tinggi kameranya mirip,gak semua sih,tapi rata2",neutral,Effort Expectancy
"sebelum liat tangan,gua kira asli",neutral,Effort Expectancy
yang ditakutkan ethan hunt,neutral,Performance Expectancy
wallahi we're finished,neutral,Performance Expectancy
"masih keliatan juga kok,vibes nya tuh hampa walaupun dibikin rame sekeliling",negative,Performance Expectancy
kita udah sampe di era ini,neutral,Social Influence
"dari dulu penasaran sama wajah nabi,sekarang aku tau alasan kenapa allah tidak memperlihatkan wajah nabi di zaman ini",negative,Performance Expectancy
"prompt ke 1 :\na stylish 20-year-old indonesian-korean woman stands on a bustling jakarta street during the daytime. she faces the camera with confidence,her hair and outfit looking chic and fashionable. the city is alive with passing vehicles and pedestrians. she looks into the camera and softly says,\yang kamu lihat sekarang ini sayang bukan manusia tapi cuma ketikan prompt saja\ after speaking,she lets out a gentle laugh,turns around,and gracefully walks away from the camera into the lively city crowd.\nprompt ke 2 :\nshows a 30 year old man selling fried rice on the side of the road in jakarta at night,he is cooking fried rice for his customers,then when he was cooking he looked at the camera and said \mau beli nasi goreng atau mau prompt? \ then he laughed teasingly at the camera\nnih prompt nya ,,,",positive,Social Influence
kok makin lama makin serem ya. takutnya dipake sama oknum buat hal yang tidak baik,negative,Performance Expectancy
"emg keliatan nyata,tp grafik gabisa boong",positive,Performance Expectancy
“dimana hari itu fitnah akan merajalela”. ingat kata kata ini kan ??,negative,Performance Expectancy
kok jadi takut ya..,negative,Social Influence
"gila banget sih ini veo3,tapi sayang nya cuman bisa buat 8detik,mungkin nanti bisa lebih panjang durasi nya...",neutral,Social Influence
"ai awalnya tidak gini,makin lama makin hampir mnyerupai wujud manusia asli,mungkin kita masih bisa bedain,nah kalau orangtua?",negative,Performance Expectancy
tebak masalah yang akan datang,neutral,Performance Expectancy
jujur takut,negative,Performance Expectancy
ai getting more creepier ig :((,neutral,Performance Expectancy
tim yang tetep bisa bedain,positive,Effort Expectancy
"era fitnah telah dimulai,anak anak x pada suka nih buat bahan fitnah orang",negative,Performance Expectancy
"alesan akhir jaman fitnah dimna² sesuai hadist,krna kemajuan teknologinya yang tidak ngotak gni jadi gampang bkin fitnahnya apakah benar umur bumi tidak smpe 1500 hijriyah",negative,Performance Expectancy
cara bedain ai sama asli adalah\n1. lihat sekitar (pasti ada kejanggalan)\n2. cara bicaranya (biasanya bahasa nya baku dan agak aneh)\ntambahin kalo ada yang kurang biar tidak pada ketipu,negative,Performance Expectancy
elon musk : ai lebih berbahaya dari nuklir,negative,Performance Expectancy
guys bayangin ada orang difitnah nyolong kambing terus ditunjukin bukti cctv yang bahkan dia tidak ngelakuin itu,negative,Performance Expectancy
mungkin ini salah 1 alasan wajah nabi muhammad tidak boleh digambar atau yang lain²nya,neutral,Performance Expectancy
orgnya beneran ada tidak ya didunia,neutral,Performance Expectancy
"this so sick,whose face does ai use?",negative,Performance Expectancy
prompt tu apa?,neutral,Performance Expectancy
prompt emang semematikan itu,neutral,Social Influence
masih bisa dibedain dari background,neutral,Social Influence
makin bahaya ni ai,negative,Effort Expectancy
asekkk ada okep versi ai nih nanti wkwk,neutral,Social Influence
tapi keliatan banget sih ai nya,negative,Effort Expectancy
"%:prompt ke 1 :\na stylish 20-year-old indonesian-korean woman stands on a bustling jakarta street during the daytime. she faces the camera with confidence,her hair and outfit looking chic and fashionable. the city is alive with passing vehicles and pedestrians. she looks into the camera and softly says,\yang kamu lihat sekarang ini sayang bukan manusia tapi cuma ketikan prompt saja\ after speaking,she lets out a gentle laugh,turns around,and gracefully walks away from the camera into the lively city crowd.\nprompt ke 2 :\nshows a 30 year old man selling fried rice on the side of the road in jakarta at night,he is cooking fried rice for his customers,then when he was cooking he looked at the camera and said \mau beli nasi goreng atau mau prompt? \ then he laughed teasingly at the camera\nnih prompt nya ,,,",positive,Social Influence
note: ai tidak bisa membuat teks di dalam video secara sempurna,negative,Social Influence
"suaranya juga ai?,apa dubbing soalnya kayak real",negative,Performance Expectancy
kok gw ngerasa ai maju gara gara scan retina mata ya?,negative,Effort Expectancy
kelemahan ai\n1.textnya\n2.\n3.\ndll,negative,Performance Expectancy
"1 tahun lagi bakal jadi lebih sedikit real,2 tahun lagi udah sulit dibedain",negative,Performance Expectancy
video pertama. orang baju putih tiba tiba berubah baju.\nvideo ke dua. orang naik motor di tempat rame tiba tiba hilang,negative,Performance Expectancy
yang di gongseng yang kanan ngambil yang kiru,negative,Performance Expectancy
maksudnya gimana sih tidak paham gw? ketikan prompt itu apa?,neutral,Performance Expectancy
ngerii bnget jirr ai udh bisa smooth gini,negative,Performance Expectancy
mana ada,neutral,Social Influence
tutornya breyy,neutral,Effort Expectancy
aku punya ide g sih,neutral,Effort Expectancy
itu suaranya dari ai langsung?,negative,Performance Expectancy
gue punya ide,neutral,Performance Expectancy
benerin dulu itu nulis bakmi salah. shombong amat,negative,Performance Expectancy
sabi kalii bagi promptnyaa biar berkembang barengg,neutral,Performance Expectancy
video ai kebanyakan backrgoudnya blur,negative,Performance Expectancy
saya punya ide,neutral,Performance Expectancy
tapi tetep hasilnya kek smudge + slowmo2 gimana gitu,negative,Performance Expectancy
harus ada ketawanya?,neutral,Performance Expectancy
scan mata rentina mang ngaruh sampe ke ai ?,neutral,Performance Expectancy
takut banget di gunakan oleh oknum\ jail yang tidak bertanggung jawab,negative,Effort Expectancy
"bikinnya antara pake synthesia,heygen,sora,google's veo. mungkin itupun",neutral,Performance Expectancy
yang nulis novel,negative,Social Influence
bukannya aay ya,neutral,Social Influence
kehidupan asli manusia diacak\ ai tidak sih?,neutral,Social Influence
satu je kekurangan... hambar,neutral,Social Influence
"kalo sekiranya ada yang tidak bisa bedain terutama buat orang tua ni ya,tinggal liat aja gerakan mulutnya,itu masi ketauan kok",neutral,Performance Expectancy
"buset? ngeri sekarang uda bisa eksprektif gitu.... cuma bisa dibedain dari visualnya,mungkin beberapa tahun kedepan bisa jadi lebih real lagi... ngeri ngeri sedep",negative,Performance Expectancy
lebih takut ini daripada hantuu,negative,Performance Expectancy
"background mya masih gampang ketebak,kita liat seberapa cepat peralihan dari background blur ini ke background realistic look",positive,Effort Expectancy
"takut aku liat kaya ginian tidak tau knp,bisa di jelasin?",negative,Performance Expectancy
bahaya kalo emak² fb yang ngeliat,negative,Social Influence
gelisah banget gue nonton nya,negative,Effort Expectancy
bjir baru mau nanya pake kamera apa ternyata ai,neutral,Social Influence
"hasil scan retina mata,jadi ai gampang ngeriset bentuk tubuh/ muka nya",neutral,Performance Expectancy
akhir zaman... dan tanda nya?,neutral,Performance Expectancy
jadi pengen belajar cara bedain ai sm asli.. biar bisa jadi pakar telematika kedepannya,positive,Performance Expectancy
buset takut,negative,Performance Expectancy
gawattt gawat,negative,Effort Expectancy
makin gampang adu domba pasukan wowo dan anis,negative,Effort Expectancy
yang nasgor keliatan asli,neutral,Social Influence
dari cara ketawa masnya kita tau mana ai dan mana mas mas penjual nasgor,neutral,Performance Expectancy
masukin materi cara membedakan ai dan manusia asli di sekolah plis biar terdukasi,neutral,Performance Expectancy
aku punya ide,neutral,Performance Expectancy
"yang lucu dimananya sih,kok gw tidak bisa ketawa",positive,Performance Expectancy
"keren tapi masih keliatan kalo ini ai,karena ai kek hampa",positive,Social Influence
semakin teknologi meningkat semakin ?,positive,Social Influence
takut di salah gunakan.......,negative,Performance Expectancy
"mungkin buat kita ini msh keliatan ai,tapi dimata milenial awal dan jajaran generasi ke atas ini gabisa dibedain",positive,Performance Expectancy
era baru telah dimulai,neutral,Performance Expectancy
open edit foto kek story gua,neutral,Performance Expectancy
fyp gw knp ai mulu ya dari tadi,neutral,Social Influence
"sudah dimulai era penuh dengan kebimbangan ini video asli apa ai,udah lumayan sulit di bedain",negative,Performance Expectancy
kita ni udah masuk akhir zaman banget yaaa contohnya niih era fitnah bntar lagi bakalan di mulai semoga kita semua selamat dri sgala macam fitnah (fitnah ai ataupun mulut orang),negative,Performance Expectancy
boikot pls..,neutral,Social Influence
ketawanya anj,positive,Social Influence
ketawanya,positive,Performance Expectancy
ko malah merinding liat nya,negative,Performance Expectancy
"welcome to akhir zaman,zaman fitnah",neutral,Performance Expectancy
habis sudah generasi boomer,neutral,Effort Expectancy
"nnti video penampakan hantu makin tersebar dmn\ dan org indo pada percaya,yg tidak pake ai aja udh percaya apalagi yang pake ai,,,,,,,",negative,Performance Expectancy
hell nah diketawain ai jir,neutral,Social Influence
sudah ku bilang ini aplikasi gila,neutral,Effort Expectancy
alamak!! manusia dganti sm ciptaan manusianya sndiri makin2 tidak tuh krjaan mkin sulit. karena siapa? ya karena kita sndiri yang bikin bginian,negative,Performance Expectancy
ai lebih berbahaya daripada nuklir,negative,Performance Expectancy
ethan hunt help,neutral,Performance Expectancy
lucu banget hahahaha prompt hahahaahahaha,positive,Social Influence
takut ini daripada hantu,negative,Effort Expectancy
yaela makin susah jelasin apa itu ai ke gen milenial yang gaptek sma teknologi,negative,Performance Expectancy
teknologi memang jadi pisau mata 2 ya,neutral,Performance Expectancy
black mirror didepan mata,neutral,Performance Expectancy
ai 20 taun mendatang,neutral,Performance Expectancy
era fitnah berbahaya,negative,Performance Expectancy
welah kalah ma ai bjir kita,positive,Performance Expectancy
alasan ak tidak masuk dkv dan milih masuk arsitektur ya karena kalah sm ai anj,neutral,Performance Expectancy
"udah mulai realistis jir,tapi okelah masih bisa di bedain",positive,Effort Expectancy
"tidak ada yang salah dengan canggihnya prompt yang ai miliki di zaman sekarang,semua tergantung pada siapa yang memakainya.",neutral,Performance Expectancy
muka muka yang kena scan retina,neutral,Performance Expectancy
sekarang nge post foto hrus hti\ guys..,neutral,Social Influence
real banget jir,positive,Social Influence
itu wajah siapa? itu beneran mukanya ai atau ambil wajah orang lain?,neutral,Performance Expectancy
waduh harus dikasih tau ni emak gw harus berhati-hati dan jangan mudah percaya apa yang dilihat,positive,Performance Expectancy
entiti -ethan hunt,neutral,Effort Expectancy
"dan yapp,kitaa semakin dekat",positive,Social Influence
"apakah scan retina mata itu untuk membuat visual seperti wajah-wajah orang ini,bahaya banget apalagi yang scan itu open ai yang buat chat gpt",negative,Effort Expectancy
ketikan di prom nya gini : tukang nasi goreng ke tawa dengan penuh rasa kepikiran utang,negative,Performance Expectancy
mau beli nasi goreng apa prom,neutral,Effort Expectancy
welcome tu era fitnah,neutral,Performance Expectancy
"aku jadi faham kenapa allah tidak membiarkan\nkita melihat wajah para nabi,tapi dengan itu pun kita yakin kalo para nabi sangat lah tampan",negative,Performance Expectancy
kok fyp akuu kebnyaa kn kyk gini yaa,negative,Performance Expectancy
"yang pertama keliatan si ai nya,karna pas bagian tangannya mau masuk ke kantong,ky mulus gt,trs kaya kebelah gitu",neutral,Performance Expectancy
gemini memasak,neutral,Performance Expectancy
bahaya bahaya,negative,Performance Expectancy
kacau kacau,negative,Effort Expectancy
apakah ini sebenarnya zaman fitnah,neutral,Effort Expectancy
"dunia yang akan di hadapi anakku seperti ini,liatnya aja ngeri",negative,Effort Expectancy
kenya menurut genz ini masih keliatan ai kita masih bisa ngebedain mana yang ril mana yang ai tapi tidak tau bagi generasi sebelum genz apa lagi emak emak,negative,Performance Expectancy
"bukannya tidak suka dunia semakin berkembang,tapi seremnya manusia kalau udah tidak bertanggung jawab dan malah menyalahgunakan teknologi",negative,Performance Expectancy
ketawa ai nya melebihi ketawa karir woyyy,positive,Performance Expectancy
"ngakak anjir mas”nya,ketawanya lucu",positive,Performance Expectancy
"duh takut liatnya. klo sekarang udh semaju itu,gimana masa depan?? apa film yang membutuhkan manusia tidak lgi dibutuhkan?",negative,Performance Expectancy
bisa bisa buat film pake ai,positive,Performance Expectancy
mostly video ai ni gerak nya agak anomali dan terlalu smooth,negative,Effort Expectancy
"jirr mulai tidak flat jir ekspresi nya,agak berekspresi. tapi nadanya blm terdengar emosional",negative,Performance Expectancy
jago njir bikin prompt nya,neutral,Effort Expectancy
bahaya sih ini,negative,Effort Expectancy
"prompt nya udah,nasi goreng nya mana",neutral,Performance Expectancy
gw takut ai di salah gunakan,negative,Effort Expectancy
"produsen film biru sedang mempelajari ini,setelah mengumpulkan ratusan ribu scan retina mata",neutral,Facilitating Conditions
hororr bgtt ai iniii,positive,Performance Expectancy
yang baju putih ilang jir,neutral,Performance Expectancy
buset udah di kasih spoiler dikit nih akhir zaman nya,neutral,Effort Expectancy
tapi masih keliatan tidak sih ai nya,negative,Performance Expectancy
buat lu yang mau belajar ai dan pintar menggunakan nya selamat kamu aman,positive,Performance Expectancy
terlalu bersih tempatnya,negative,Performance Expectancy
makin smooth ye ai,positive,Performance Expectancy
kalo begini aja gaada yang bilang efek dari scan retina tapi kalo ai nya bapak ibu yang udah tua baru pada bilang begitu kocak,neutral,Performance Expectancy
ai jauh lebih berbahaya daripada rudal nuklir,negative,Performance Expectancy
tapi masih keliatan ai nya ini,negative,Social Influence
"kemajuan teknologi yang tidak gw suka,gak kebayang beberapa tahun lagi bakal semirip apa,mungkin juga di masa depan ada yang buat film pake ai",negative,Performance Expectancy
awal kehancuran,negative,Performance Expectancy
makin jadi takut posting muka di sosmed,negative,Effort Expectancy
"yang diaduk nasi goreng,yg dikasih wajan kosong",neutral,Performance Expectancy
kelemahan ai masi di tulisanya,neutral,Social Influence
keren si ini,positive,Social Influence
"harusnya juga harus ada teknologi yang bisa bedain mana ai dan mana yang asli,kalo kayak gini bisa disalahgunakan sama org yang tidak bertanggungjawab",negative,Performance Expectancy
takut banget ya allah,negative,Performance Expectancy
di akhirnya selalu ketawa,positive,Performance Expectancy
ai mudah terhibur,positive,Performance Expectancy
waduh canggih ya,positive,Effort Expectancy
al,neutral,Performance Expectancy
bukti digital sekarang jadi kurang meyakinkan untuk hal hukum,negative,Performance Expectancy
ia tkut di salah gunakan,negative,Social Influence
takutttt,negative,Effort Expectancy
smntra ini saya belum nemu ada yang comment \ lho itu muka saya \,neutral,Performance Expectancy
please balik lagi ke jaman 2000an,neutral,Performance Expectancy
"banyak yang komen “ masih nampak ai”,iya itu skarang tidak tau kdepannya,bisa jadi nanti hasil ai tidak akan ada bedanya ama yang real,dulu jg ai tidak ada tapi skarang bisa sehebat ini,apalg nanti,ngeri",negative,Performance Expectancy
mereka dapet wajah & postur juga dari yang kira upload untuk minta editin itu,neutral,Performance Expectancy
ngeri bangettttt,negative,Effort Expectancy
demi allah takut,negative,Social Influence
ngeri si kalo ai salah guna,negative,Performance Expectancy
kalo yang jumbo v2 kok beda?,neutral,Performance Expectancy
takut banget,negative,Effort Expectancy
"serius nanya prom apa,sorry tidak paham",negative,Performance Expectancy
matane,neutral,Performance Expectancy
"bang udah bang,orang indonesia alergi sama ai belum bisa berdampingan sama teknologi",negative,Performance Expectancy
"yang nenek nenek gimana jir,kucing adzan aja percaya",neutral,Performance Expectancy
:wallahi we're finished,neutral,Performance Expectancy
takut kiamat,negative,Performance Expectancy
tahun tahun berikutnya bisa ada film buatan ai pasti lebih seru,positive,Performance Expectancy
ketawa nya jirr,positive,Social Influence
saatnya mengurangi posting2 apapun,neutral,Performance Expectancy
masih keliatan kok ai nya,negative,Performance Expectancy
gw langsung sadar sebelum dia ngomong \bukan manusia\,negative,Performance Expectancy
sumpah takut,negative,Performance Expectancy
apakah ini dari hasil dari verifikasi world coin?,neutral,Social Influence
ethan looked this,neutral,Effort Expectancy
akhirnya gibran punya kesempatan keliatan pinter di depan kamera,positive,Performance Expectancy
apakah kita sebenarnya seperti ini juga? hanya kita tidak menyadari nya,negative,Social Influence
tamatlah kita wak,neutral,Social Influence
awas disalah gunakan,negative,Performance Expectancy
tapi masih kelihatan ai sih\njd masih bisa bedain,neutral,Performance Expectancy
sekarang harus ati\ terutama cewe kalo mau post foto di sosmed ntar takutnya malh disalahgunakan.,negative,Performance Expectancy
tapi vibesnya kek tidak ada nyawanya samsek njir,negative,Performance Expectancy
takut di salah gunakan,negative,Effort Expectancy
itulah kenapa wajah rasullah ku tidak boleh di lukis kan,negative,Performance Expectancy
seriuss ai smooth banget,positive,Performance Expectancy
mua prompt bang,neutral,Performance Expectancy
mulai nih era manusia digantiin robot,neutral,Effort Expectancy
kenapa di akhirnya selalu ketawa?,negative,Performance Expectancy
bjir kalo gini buat film jadi gampang banget,positive,Effort Expectancy
kalian udh hapal al-kahf 10 ayat belum? kita udh dipenghujung nih,neutral,Performance Expectancy
yang digoreng lain yang di ambil lain nsi nya hngus,neutral,Facilitating Conditions
ketawa mulu anj,negative,Social Influence
makin sini dunia makin menakutkan,negative,Social Influence
"ngeriii,tapi takut di katain ketinggalan zaman",negative,Performance Expectancy
ai tuh sebernanya bagus banget bisa membantu kita mempermuda apa pun tapi sangat di sayangkan banyak yang salah gunakan ai,positive,Social Influence
"ini awal mula,kalo advance kayanya bener2 bisa mirip banget deh,mungkin 2030",positive,Effort Expectancy
"ngeri ya allah,lindungi kita dari fitnah fitnah kejam",negative,Performance Expectancy
takuttt banget seriuss,negative,Effort Expectancy
tapi hampa bngt ya,neutral,Social Influence
fitnah akhir zaman,negative,Effort Expectancy
gw masi bisa bedain tipis,positive,Effort Expectancy
itu orang ngapain di tengah jalan,neutral,Effort Expectancy
yamg ditakutkan terjadi juga.,negative,Performance Expectancy
ngeri gw sumpa,negative,Social Influence
takut pls,negative,Effort Expectancy
cara buat nya gimana ? ajarin woi,neutral,Performance Expectancy
seru nih,positive,Performance Expectancy
skrng gw tw knp muka rasul tidak pernah di ceritakan,negative,Performance Expectancy
suka banget sama kemajuan teknologi apalagi kalau di china atau negara barat.. disini takutnya di buat hal yang menyimpang,negative,Social Influence
masutnya gmn sih,neutral,Effort Expectancy
kok takut liatnya,negative,Effort Expectancy
we r cooked bro yes we r cooked,neutral,Performance Expectancy
gelaknya natural anjir,positive,Effort Expectancy
"serius nanya jamgan bully,ini cara bikinnya gimana si?",neutral,Effort Expectancy
kami dari 27 bulan mei,neutral,Social Influence
bahaya woy jaman sekarang yang tua alumni fb pindah ke tiktok,negative,Performance Expectancy
kata kata tymoti sedikit demi sedikit udah mulai terbukti.....,neutral,Social Influence
untung nabi muhammad saw tidak di liatin mukanya.....,negative,Performance Expectancy
harus ada aturan/hukum penggunaan ai si bahaya banget ini,negative,Performance Expectancy
"teknologi ai emng bagus,tpi lama lama kebangetan anjay",positive,Performance Expectancy
semoga warga fb tidak mengenal ai ini,neutral,Performance Expectancy
"bisa tidak sih kita bikin di dunia nyata,jadi kita tidak pernah kesepian,kalau lagi kangen sama orang yang kita idolakan tinggal ketik hadirlah",positive,Performance Expectancy
cocok nih buat ngadu domba,positive,Social Influence
ngeri klo di salah gunakan,negative,Social Influence
��𝙜 𝙠𝙚 𝙙𝙪𝙖 𝙀𝙬𝙞𝙣𝙜 𝙗𝙠𝙣,neutral,Effort Expectancy
final reckoning,neutral,Effort Expectancy
"tahukah kalian bahwa ronaldo,lionel messi,neymar junior,kylian mbappe,robert lewandowski,kevin de bruyne,mohammed salah,karim benzema,erling haland,gareth bale,luka modric,sergio ramos,tony kroos,paulo dybala,antoine griezmann,vinicius junior,andres iniesta,zlatan ibrahimovic,joao felix,phil foden,jack greelish,marcus rashford,jude bellingham,rahim sterling,ansu fati,memphis depay,rodrigo,gerard pique,david alaba,harry kane,janluigi donnarum,bruno fernandes,eden hazard,jorginho,marcelo,allison becker,trent alexander-arnold,david de gea,virgil van dijk,diego costa,sergio aguero,fernando torres,frank ribery,arien robben,david vila,isco,coque,mats hummels,pierre-emerick aubameyang,xabi alonso,danny alves,keylor navas,casemiro,kovacic,rodri,marco verratti,declan rice,thomas müller,romelu lukaku,olivier giroud,mauro icardi,diego godin,mario mandzhukic,ciro immobile,alexandre lacazette,mario bolotteli,ferran torres,alexis sanchez,lorenzo insigne,jose callejon,kingsley coman,riad marez,marcel zabitzer,nicolo barella,gianluca scamacca,matthias de ligt,kalidou coulibaly,jorginho wijnaldum,josé fonte,lucas hernandez,diego laxalt,rafael guerreiro,ashraf hakimi,fabian ruiz,dani olmo,raúl jimenez,jaroslav rakitsky,alexander golovin,angel di maria,bernardo silva,josé maria jimenez,giorgio chiellini,leonardo bonucci,joão cancelo,theo hernandez,kai havertz,timo werner,serge gnabry,marco royce,julian,emt,silva,marquinhos,richarlison,gabriel jesus,casemiro,felipe anderson,willian,rafinha,ederson,alex telles,gabriel martinelli,lucas paceta,bruno guimaraes,rodrigo de paul,angel correa,lautaro martinez,paulo ottavio,giovani lo celso,nicolas tagliafico,emiliano martinez,facundo medina,alvarez mereka semua adalah pemain bola",neutral,Social Influence
ke inget iklan tv pas subuh,neutral,Effort Expectancy
suara orang nya nyatu bet jir ama mukany,negative,Effort Expectancy
dari semua video yang lewat kok ketawanya sama semua,negative,Social Influence
alamak wakk,neutral,Effort Expectancy
"gw suka ai,semoga ia semakin berkembang",positive,Performance Expectancy
teknologi sekarang aja dah gini apalagi kedepannya bisa bisa ampe video buatan gini bakal keliatan natural ampe gabisa bedain asli ato palsu,positive,Performance Expectancy
real ini bkn ai,neutral,Social Influence
we die with technology,neutral,Social Influence
hati2 era scammer jdi merajalela,negative,Performance Expectancy
ksian bcah2 ntar g bs bedain ai ama yang asli,positive,Performance Expectancy
keliatan kok ai nya,negative,Performance Expectancy
awal mula kehancuran para desig grafis dan filmaker,negative,Performance Expectancy
"lihat matanya,atau lihat huruf sekitar,ai masih agak kurang perfect dissna",negative,Performance Expectancy
jangan lupa ucapkan terimakasih kepada ai,positive,Performance Expectancy
amankan foto kalian di media sosial sekarang!,neutral,Effort Expectancy
mirip ai,neutral,Effort Expectancy
sekarang tau kan kenapa muka nabi tidak di tunjukkan,neutral,Effort Expectancy
مضحك للغاية,neutral,Performance Expectancy
buatnya gimana sih,neutral,Effort Expectancy
"segala bentuk kegiatan,ekspresi dan percakapan manusia semua bisa diatur dengan teknologi dan di implementasikan ke dalam sebuah video dengan hasil yang lebih mirip dengan dunia nyata tanpa melibatkan manusia itu sendiri,teknologi memang bisa membantu memudahkan atau menakutkan diwaktu yang bersamaan",positive,Performance Expectancy
kyk nyaingin ciptaan tuhan gasi?,neutral,Performance Expectancy
"kalo orang teliti bakal tau kalo ai si,apalagi yang nasi goreng keliatan tulisan di gerobak nya tidak ada arti",negative,Performance Expectancy
ketahuan banget kalo ai,negative,Effort Expectancy
ngeriiii banget,negative,Social Influence
hahahha,neutral,Effort Expectancy
tkt anjirr,neutral,Effort Expectancy
bahaya banget anj,negative,Effort Expectancy
ketawanyaaaa bikin takut anjir,negative,Social Influence
loh beneran ai setelah gw amati orang dibelakang cwe nya berubah,positive,Social Influence
dari awal liat uda ketauan si kalo ini ai,positive,Performance Expectancy
"tetap keliatan si kalo yang main logika,cewe pertama jalan ke tengah,cowo yang kedua ngegoreng dipanci kanan dan yang diambil malah panci kiri",negative,Performance Expectancy
bahaya banget tkt org yang pke slh gunakan,negative,Effort Expectancy
takut banget,negative,Effort Expectancy
kacau\,negative,Performance Expectancy
kecanggihan teknologi skrg aja udh ngeri gmn ntar gua dh punya anak cucu takut btt,negative,Performance Expectancy
maaaf latar belakang nya saja sudah terlihat,neutral,Performance Expectancy
waduh klo disalahgunakan bisa bahaya,negative,Performance Expectancy
anjir,neutral,Effort Expectancy
skrg nyata yaa apa yang kita pelajari pas sd-sma tentang dampak globalisasi sangat mengerikann yaaa,negative,Performance Expectancy
bahaya sekali ai,negative,Social Influence
tapi kok makin lama makin realistis njir,positive,Social Influence
